,gun,skin,rarity,stattrak,quality,price,quantity
1180,★ Butterfly Knife , Doppler,Covert,0,Factory New, 792.28, 26
1181,★ Butterfly Knife , Doppler,Covert,0,Minimal Wear, 1150, 1
1182,★ Butterfly Knife , Doppler,Covert,1, Factory New, 944.23, 3
1183,★ Butterfly Knife , Doppler,Covert,1, Minimal Wear, 1138.5,N/A
1184,★ Butterfly Knife , Case Hardened,Covert,0,Factory New, 642.77, 3
1185,★ Butterfly Knife , Case Hardened,Covert,0,Minimal Wear, 444.98, 11
1186,★ Butterfly Knife , Case Hardened,Covert,0,Field-Tested, 379.87, 15
1187,★ Butterfly Knife , Case Hardened,Covert,0,Well-Worn, 355.64, 9
1188,★ Butterfly Knife , Case Hardened,Covert,0,Battle-Scarred, 348.69, 6
1189,★ Butterfly Knife , Case Hardened,Covert,1, Factory New, 850, 1
1190,★ Butterfly Knife , Case Hardened,Covert,1, Minimal Wear, 667.48, 2
1191,★ Butterfly Knife , Case Hardened,Covert,1, Field-Tested, 482.97, 2
1192,★ Butterfly Knife , Case Hardened,Covert,1, Well-Worn, 412.43, 3
1193,★ Butterfly Knife , Case Hardened,Covert,1, Battle-Scarred, 717.95, 1
1194,★ Butterfly Knife , Rust Coat,Covert,0,Well-Worn, 339.49, 1
1195,★ Butterfly Knife , Rust Coat,Covert,0,Battle-Scarred, 322.5, 10
1196,★ Butterfly Knife , Rust Coat,Covert,1, Well-Worn, 343.23, 1
1197,★ Butterfly Knife , Rust Coat,Covert,1, Battle-Scarred, 386.91, 2
1198,★ Butterfly Knife , Crimson Web,Covert,0,Minimal Wear, 1008.29, 3
1199,★ Butterfly Knife , Crimson Web,Covert,0,Field-Tested, 472.12, 20
1200,★ Butterfly Knife , Crimson Web,Covert,0,Well-Worn, 430, 2
1201,★ Butterfly Knife , Crimson Web,Covert,0,Battle-Scarred, 362.37, 4
1202,★ Butterfly Knife , Crimson Web,Covert,1, Minimal Wear, 1436.63, 1
1203,★ Butterfly Knife , Crimson Web,Covert,1, Field-Tested, 520, 9
1204,★ Butterfly Knife , Crimson Web,Covert,1, Well-Worn, 579.94, 2
1205,★ Butterfly Knife , Crimson Web,Covert,1, Battle-Scarred, 451.28, 1
1206,★ Butterfly Knife , Ultraviolet,Covert,0,Factory New, 1382.19,N/A
1207,★ Butterfly Knife , Ultraviolet,Covert,0,Minimal Wear, 627.74, 4
1208,★ Butterfly Knife , Ultraviolet,Covert,0,Field-Tested, 350, 10
1209,★ Butterfly Knife , Ultraviolet,Covert,0,Well-Worn, 329.97, 3
1210,★ Butterfly Knife , Ultraviolet,Covert,0,Battle-Scarred, 280.03, 7
1211,★ Butterfly Knife , Ultraviolet,Covert,1, Minimal Wear, 700, 1
1212,★ Butterfly Knife , Ultraviolet,Covert,1, Field-Tested, 400, 6
1213,★ Butterfly Knife , Ultraviolet,Covert,1, Well-Worn, 335, 1
1214,★ Butterfly Knife , Ultraviolet,Covert,1, Battle-Scarred, 286.53, 2
1215,★ Butterfly Knife , Safari Mesh,Covert,0,Factory New, 412.81, 1
1216,★ Butterfly Knife , Safari Mesh,Covert,0,Minimal Wear, 277, 4
1217,★ Butterfly Knife , Safari Mesh,Covert,0,Field-Tested, 226.13, 18
1218,★ Butterfly Knife , Safari Mesh,Covert,0,Well-Worn, 232.14, 7
1219,★ Butterfly Knife , Safari Mesh,Covert,0,Battle-Scarred, 224.5, 9
1220,★ Butterfly Knife , Safari Mesh,Covert,1, Factory New, 345,N/A
1221,★ Butterfly Knife , Safari Mesh,Covert,1, Minimal Wear, 310.43, 3
1222,★ Butterfly Knife , Safari Mesh,Covert,1, Field-Tested, 270.25, 2
1223,★ Butterfly Knife , Safari Mesh,Covert,1, Well-Worn, 222.41,N/A
1224,★ Butterfly Knife , Safari Mesh,Covert,1, Battle-Scarred, 271.14, 2
1225,★ Butterfly Knife , Urban Masked,Covert,0,Factory New, 520, 1
1226,★ Butterfly Knife , Urban Masked,Covert,0,Minimal Wear, 313.95, 8
1227,★ Butterfly Knife , Urban Masked,Covert,0,Field-Tested, 232.81, 9
1228,★ Butterfly Knife , Urban Masked,Covert,0,Well-Worn, 232.18, 2
1229,★ Butterfly Knife , Urban Masked,Covert,0,Battle-Scarred, 248.53, 2
1230,★ Butterfly Knife , Urban Masked,Covert,1, Factory New, 875.35, 1
1231,★ Butterfly Knife , Urban Masked,Covert,1, Minimal Wear, 374.41, 3
1232,★ Butterfly Knife , Urban Masked,Covert,1, Field-Tested, 262.66, 5
1233,★ Butterfly Knife , Urban Masked,Covert,1, Well-Worn, 311.2, 2
1234,★ Butterfly Knife , Urban Masked,Covert,1, Battle-Scarred, 263.36, 3
1235,★ Butterfly Knife , Vanilla,Covert,0,Factory New, 552, 7
1236,★ Butterfly Knife , Vanilla,Covert,1, Factory New, 651.2, 4
1237,★ Butterfly Knife , Tiger Tooth,Covert,0,Factory New, 721.22, 13
1238,★ Butterfly Knife , Tiger Tooth,Covert,0,Minimal Wear, 709.58, 4
1239,★ Butterfly Knife , Tiger Tooth,Covert,1, Factory New, 866.18, 4
1240,★ Butterfly Knife , Tiger Tooth,Covert,1, Minimal Wear, 868.06, 1
1241,★ Butterfly Knife , Forest DDPAT,Covert,0,Factory New, 563.4, 1
1242,★ Butterfly Knife , Forest DDPAT,Covert,0,Minimal Wear, 319.58, 1
1243,★ Butterfly Knife , Forest DDPAT,Covert,0,Field-Tested, 243.22, 16
1244,★ Butterfly Knife , Forest DDPAT,Covert,0,Well-Worn, 248.86, 4
1245,★ Butterfly Knife , Forest DDPAT,Covert,0,Battle-Scarred, 227.9, 4
1246,★ Butterfly Knife , Forest DDPAT,Covert,1, Factory New, 499.5,N/A
1247,★ Butterfly Knife , Forest DDPAT,Covert,1, Minimal Wear, 325.6, 1
1248,★ Butterfly Knife , Forest DDPAT,Covert,1, Field-Tested, 255.94, 6
1249,★ Butterfly Knife , Forest DDPAT,Covert,1, Well-Worn, 280.6, 1
1250,★ Butterfly Knife , Forest DDPAT,Covert,1, Battle-Scarred, 271.32, 3
1251,★ Butterfly Knife , Marble Fade,Covert,0,Factory New, 1129.99, 8
1252,★ Butterfly Knife , Marble Fade,Covert,0,Minimal Wear, 1378.24, 1
1253,★ Butterfly Knife , Marble Fade,Covert,1, Factory New, 1383.48, 3
1254,★ Butterfly Knife , Marble Fade,Covert,1, Minimal Wear, 1193.19, 1
1255,★ Classic Knife , Crimson Web,Covert,0,Minimal Wear, 453.94, 2
1256,★ Classic Knife , Crimson Web,Covert,0,Field-Tested, 377.17, 11
1257,★ Classic Knife , Crimson Web,Covert,0,Well-Worn, 1060.48, 2
1258,★ Classic Knife , Crimson Web,Covert,0,Battle-Scarred, 300, 8
1259,★ Classic Knife , Crimson Web,Covert,1, Minimal Wear, 645.85, 3
1260,★ Classic Knife , Crimson Web,Covert,1, Field-Tested, 433.33, 4
1261,★ Classic Knife , Crimson Web,Covert,1, Well-Worn, 877.22,N/A
1262,★ Classic Knife , Crimson Web,Covert,1, Battle-Scarred, 463.04, 1
1263,★ Classic Knife , Stained,Covert,0,Factory New, 296.36, 1
1264,★ Classic Knife , Stained,Covert,0,Minimal Wear, 169.47, 4
1265,★ Classic Knife , Stained,Covert,0,Field-Tested, 156.29, 2
1266,★ Classic Knife , Stained,Covert,0,Well-Worn, 144.33, 9
1267,★ Classic Knife , Stained,Covert,0,Battle-Scarred, 141.41, 6
1268,★ Classic Knife , Stained,Covert,1, Factory New, 258.82,N/A
1269,★ Classic Knife , Stained,Covert,1, Minimal Wear, 215.91, 3
1270,★ Classic Knife , Stained,Covert,1, Field-Tested, 188.85, 5
1271,★ Classic Knife , Stained,Covert,1, Well-Worn, 179.4, 1
1272,★ Classic Knife , Stained,Covert,1, Battle-Scarred, 180, 2
1273,★ Classic Knife , Case Hardened,Covert,0,Factory New, 446.85, 3
1274,★ Classic Knife , Case Hardened,Covert,0,Minimal Wear, 262.1, 7
1275,★ Classic Knife , Case Hardened,Covert,0,Field-Tested, 200.8, 18
1276,★ Classic Knife , Case Hardened,Covert,0,Well-Worn, 201.54, 7
1277,★ Classic Knife , Case Hardened,Covert,0,Battle-Scarred, 169.63, 9
1278,★ Classic Knife , Case Hardened,Covert,1, Factory New, 1258.71,N/A
1279,★ Classic Knife , Case Hardened,Covert,1, Minimal Wear, 356.05, 1
1280,★ Classic Knife , Case Hardened,Covert,1, Field-Tested, 300.01, 2
1281,★ Classic Knife , Case Hardened,Covert,1, Well-Worn, 253.2, 1
1282,★ Classic Knife , Case Hardened,Covert,1, Battle-Scarred, 292.05, 2
1283,★ Classic Knife , Safari Mesh,Covert,0,Factory New, 225.91, 2
1284,★ Classic Knife , Safari Mesh,Covert,0,Minimal Wear, 126.98, 6
1285,★ Classic Knife , Safari Mesh,Covert,0,Field-Tested, 124.81, 7
1286,★ Classic Knife , Safari Mesh,Covert,0,Well-Worn, 158.71, 3
1287,★ Classic Knife , Safari Mesh,Covert,0,Battle-Scarred, 161.18, 1
1288,★ Classic Knife , Safari Mesh,Covert,1, Minimal Wear, 163.72, 2
1289,★ Classic Knife , Safari Mesh,Covert,1, Field-Tested, 143.26, 4
1290,★ Classic Knife , Safari Mesh,Covert,1, Well-Worn, 169.56, 2
1291,★ Classic Knife , Safari Mesh,Covert,1, Battle-Scarred, 141.1, 1
1292,★ Classic Knife , Night Stripe,Covert,0,Factory New, 480.18, 2
1293,★ Classic Knife , Night Stripe,Covert,0,Minimal Wear, 175.04, 8
1294,★ Classic Knife , Night Stripe,Covert,0,Field-Tested, 189.25, 10
1295,★ Classic Knife , Night Stripe,Covert,0,Well-Worn, 349.46, 2
1296,★ Classic Knife , Night Stripe,Covert,0,Battle-Scarred, 206.21, 5
1297,★ Classic Knife , Night Stripe,Covert,1, Minimal Wear, 201.36, 3
1298,★ Classic Knife , Night Stripe,Covert,1, Field-Tested, 202.82, 3
1299,★ Classic Knife , Night Stripe,Covert,1, Well-Worn, 455.35, 2
1300,★ Classic Knife , Night Stripe,Covert,1, Battle-Scarred, 269.99, 2
1301,★ Classic Knife , Urban Masked,Covert,0,Factory New, 291.95, 4
1302,★ Classic Knife , Urban Masked,Covert,0,Minimal Wear, 146.52, 7
1303,★ Classic Knife , Urban Masked,Covert,0,Field-Tested, 129.88, 12
1304,★ Classic Knife , Urban Masked,Covert,0,Well-Worn, 142.06, 3
1305,★ Classic Knife , Urban Masked,Covert,0,Battle-Scarred, 132.68, 6
1306,★ Classic Knife , Urban Masked,Covert,1, Minimal Wear, 174.69, 2
1307,★ Classic Knife , Urban Masked,Covert,1, Field-Tested, 144.29, 4
1308,★ Classic Knife , Urban Masked,Covert,1, Well-Worn, 176.36, 1
1309,★ Classic Knife , Urban Masked,Covert,1, Battle-Scarred, 104.05,N/A
1310,★ Classic Knife , Fade,Covert,0,Factory New, 667, 13
1311,★ Classic Knife , Fade,Covert,0,Minimal Wear, 773.6, 1
1312,★ Classic Knife , Fade,Covert,1, Factory New, 813.45, 3
1313,★ Classic Knife , Fade,Covert,1, Minimal Wear, 1254.81, 2
1314,★ Classic Knife , Blue Steel,Covert,0,Factory New, 332.29, 1
1315,★ Classic Knife , Blue Steel,Covert,0,Minimal Wear, 190, 5
1316,★ Classic Knife , Blue Steel,Covert,0,Field-Tested, 170.4, 11
1317,★ Classic Knife , Blue Steel,Covert,0,Well-Worn, 170, 8
1318,★ Classic Knife , Blue Steel,Covert,0,Battle-Scarred, 174.73, 4
1319,★ Classic Knife , Blue Steel,Covert,1, Factory New,A,N/A
1320,★ Classic Knife , Blue Steel,Covert,1, Minimal Wear, 226.13, 2
1321,★ Classic Knife , Blue Steel,Covert,1, Field-Tested, 204.05, 4
1322,★ Classic Knife , Blue Steel,Covert,1, Well-Worn, 312.02, 1
1323,★ Classic Knife , Blue Steel,Covert,1, Battle-Scarred, 244.2, 3
1324,★ Classic Knife , Slaughter,Covert,0,Factory New, 513.88, 6
1325,★ Classic Knife , Slaughter,Covert,0,Minimal Wear, 347.32, 9
1326,★ Classic Knife , Slaughter,Covert,0,Field-Tested, 388.54, 3
1327,★ Classic Knife , Slaughter,Covert,1, Factory New, 673.97, 1
1328,★ Classic Knife , Slaughter,Covert,1, Minimal Wear, 449.85, 1
1329,★ Classic Knife , Slaughter,Covert,1, Field-Tested, 547.17, 1
1330,★ Classic Knife , Boreal Forest,Covert,0,Factory New, 238.8,N/A
1331,★ Classic Knife , Boreal Forest,Covert,0,Minimal Wear, 152.42, 7
1332,★ Classic Knife , Boreal Forest,Covert,0,Field-Tested, 150.65, 7
1333,★ Classic Knife , Boreal Forest,Covert,0,Well-Worn, 190, 2
1334,★ Classic Knife , Boreal Forest,Covert,0,Battle-Scarred, 138, 5
1335,★ Classic Knife , Boreal Forest,Covert,1, Minimal Wear, 187.02, 2
1336,★ Classic Knife , Boreal Forest,Covert,1, Field-Tested, 156.29, 6
1337,★ Classic Knife , Boreal Forest,Covert,1, Well-Worn, 213.99, 1
1338,★ Classic Knife , Boreal Forest,Covert,1, Battle-Scarred, 238.97,N/A
1339,★ Classic Knife , Forest DDPAT,Covert,0,Factory New, 219.55, 1
1340,★ Classic Knife , Forest DDPAT,Covert,0,Minimal Wear, 136.99, 5
1341,★ Classic Knife , Forest DDPAT,Covert,0,Field-Tested, 138.29, 11
1342,★ Classic Knife , Forest DDPAT,Covert,0,Well-Worn, 177.63, 3
1343,★ Classic Knife , Forest DDPAT,Covert,0,Battle-Scarred, 139.3, 5
1344,★ Classic Knife , Forest DDPAT,Covert,1, Factory New, 268.79,N/A
1345,★ Classic Knife , Forest DDPAT,Covert,1, Minimal Wear, 170.4, 2
1346,★ Classic Knife , Forest DDPAT,Covert,1, Field-Tested, 148.18, 5
1347,★ Classic Knife , Forest DDPAT,Covert,1, Well-Worn, 175.12, 2
1348,★ Classic Knife , Forest DDPAT,Covert,1, Battle-Scarred, 148.38, 1
1349,★ Classic Knife , Vanilla,Covert,0,Factory New, 379.54, 18
1350,★ Classic Knife , Vanilla,Covert,1, Factory New, 470.94, 7
1351,★ Classic Knife , Scorched,Covert,0,Factory New, 230, 1
1352,★ Classic Knife , Scorched,Covert,0,Minimal Wear, 141.1, 7
1353,★ Classic Knife , Scorched,Covert,0,Field-Tested, 132.87, 13
1354,★ Classic Knife , Scorched,Covert,0,Well-Worn, 178.25, 4
1355,★ Classic Knife , Scorched,Covert,0,Battle-Scarred, 144.9, 4
1356,★ Classic Knife , Scorched,Covert,1, Factory New, 1040.83, 1
1357,★ Classic Knife , Scorched,Covert,1, Minimal Wear, 183.62, 3
1358,★ Classic Knife , Scorched,Covert,1, Field-Tested, 149.77, 2
1359,★ Classic Knife , Scorched,Covert,1, Well-Worn, 204.39, 1
1360,★ Classic Knife , Scorched,Covert,1, Battle-Scarred, 249.67, 1
1361,CZ75-Auto , Distressed,Mil-Spec,0,Factory New, 0.58, 100
1362,CZ75-Auto , Distressed,Mil-Spec,0,Minimal Wear, 0.27, 515
1363,CZ75-Auto , Distressed,Mil-Spec,0,Field-Tested, 0.15, 1120
1364,CZ75-Auto , Distressed,Mil-Spec,0,Well-Worn, 0.14, 1027
1365,CZ75-Auto , Distressed,Mil-Spec,0,Battle-Scarred, 0.13, 656
1366,CZ75-Auto , Distressed,Mil-Spec,1, Factory New, 2.04, 37
1367,CZ75-Auto , Distressed,Mil-Spec,1, Minimal Wear, 0.95, 64
1368,CZ75-Auto , Distressed,Mil-Spec,1, Field-Tested, 0.4, 81
1369,CZ75-Auto , Distressed,Mil-Spec,1, Well-Worn, 0.27, 165
1370,CZ75-Auto , Distressed,Mil-Spec,1, Battle-Scarred, 0.27, 107
1371,CZ75-Auto , Emerald Quartz,Mil-Spec,0,Factory New, 11.24, 58
1372,CZ75-Auto , Emerald Quartz,Mil-Spec,0,Minimal Wear, 10.6, 31
1373,CZ75-Auto , Emerald Quartz,Mil-Spec,0,Field-Tested, 10.28, 61
1374,CZ75-Auto , Emerald Quartz,Mil-Spec,0,Well-Worn, 10.41, 7
1375,CZ75-Auto , Emerald Quartz,Mil-Spec,0,Battle-Scarred, 9.83, 20
1376,CZ75-Auto , Poison Dart,Mil-Spec,0,Factory New, 3.48, 31
1377,CZ75-Auto , Poison Dart,Mil-Spec,0,Minimal Wear, 1.39, 106
1378,CZ75-Auto , Poison Dart,Mil-Spec,0,Field-Tested, 0.65, 110
1379,CZ75-Auto , Poison Dart,Mil-Spec,0,Well-Worn, 1.98, 19
1380,CZ75-Auto , Poison Dart,Mil-Spec,0,Battle-Scarred, 3.14, 49
1381,CZ75-Auto , Poison Dart,Mil-Spec,1, Factory New, 10.86, 37
1382,CZ75-Auto , Poison Dart,Mil-Spec,1, Minimal Wear, 3.29, 33
1383,CZ75-Auto , Poison Dart,Mil-Spec,1, Field-Tested, 1.21, 166
1384,CZ75-Auto , Poison Dart,Mil-Spec,1, Well-Worn, 6, 19
1385,CZ75-Auto , Poison Dart,Mil-Spec,1, Battle-Scarred, 1.12, 109
1386,CZ75-Auto , Crimson Web,Mil-Spec,0,Factory New, 15.98, 15
1387,CZ75-Auto , Crimson Web,Mil-Spec,0,Minimal Wear, 1.15, 228
1388,CZ75-Auto , Crimson Web,Mil-Spec,0,Field-Tested, 0.29, 334
1389,CZ75-Auto , Crimson Web,Mil-Spec,0,Well-Worn, 0.36, 174
1390,CZ75-Auto , Crimson Web,Mil-Spec,0,Battle-Scarred, 0.25, 164
1391,CZ75-Auto , Crimson Web,Mil-Spec,1, Factory New, 122.09, 4
1392,CZ75-Auto , Crimson Web,Mil-Spec,1, Minimal Wear, 5.65, 48
1393,CZ75-Auto , Crimson Web,Mil-Spec,1, Field-Tested, 1.01, 200
1394,CZ75-Auto , Crimson Web,Mil-Spec,1, Well-Worn, 1.54, 48
1395,CZ75-Auto , Crimson Web,Mil-Spec,1, Battle-Scarred, 0.88, 79
1396,CZ75-Auto , Hexane,Mil-Spec,0,Factory New, 1.91, 102
1397,CZ75-Auto , Hexane,Mil-Spec,0,Minimal Wear, 0.83, 110
1398,CZ75-Auto , Hexane,Mil-Spec,0,Field-Tested, 0.48, 71
1399,CZ75-Auto , Hexane,Mil-Spec,0,Well-Worn, 0.63, 27
1400,CZ75-Auto , Hexane,Mil-Spec,1, Factory New, 8, 50
1401,CZ75-Auto , Hexane,Mil-Spec,1, Minimal Wear, 2.14, 59
1402,CZ75-Auto , Hexane,Mil-Spec,1, Field-Tested, 0.86, 148
1403,CZ75-Auto , Hexane,Mil-Spec,1, Well-Worn, 1.3, 15
1404,CZ75-Auto , Indigo,Consumer,0,Factory New, 0.78, 139
1405,CZ75-Auto , Indigo,Consumer,0,Minimal Wear, 0.18, 887
1406,CZ75-Auto , Indigo,Consumer,0,Field-Tested, 0.1, 2621
1407,CZ75-Auto , Indigo,Consumer,0,Well-Worn, 0.1, 916
1408,CZ75-Auto , Indigo,Consumer,0,Battle-Scarred, 0.09, 1593
1409,CZ75-Auto , Tigris,Restricted,0,Factory New, 1.51, 200
1410,CZ75-Auto , Tigris,Restricted,0,Minimal Wear, 0.59, 274
1411,CZ75-Auto , Tigris,Restricted,0,Field-Tested, 0.41, 667
1412,CZ75-Auto , Tigris,Restricted,0,Well-Worn, 0.4, 285
1413,CZ75-Auto , Tigris,Restricted,0,Battle-Scarred, 0.39, 216
1414,CZ75-Auto , Tigris,Restricted,1, Factory New, 5.72, 91
1415,CZ75-Auto , Tigris,Restricted,1, Minimal Wear, 2.25, 114
1416,CZ75-Auto , Tigris,Restricted,1, Field-Tested, 1.43, 174
1417,CZ75-Auto , Tigris,Restricted,1, Well-Worn, 1.24, 88
1418,CZ75-Auto , Tigris,Restricted,1, Battle-Scarred, 1.15, 63
1419,CZ75-Auto , Polymer,Mil-Spec,0,Factory New, 0.27, 495
1420,CZ75-Auto , Polymer,Mil-Spec,0,Minimal Wear, 0.17, 931
1421,CZ75-Auto , Polymer,Mil-Spec,0,Field-Tested, 0.11, 2864
1422,CZ75-Auto , Polymer,Mil-Spec,0,Well-Worn, 0.13, 476
1423,CZ75-Auto , Polymer,Mil-Spec,0,Battle-Scarred, 0.12, 323
1424,CZ75-Auto , Polymer,Mil-Spec,1, Factory New, 0.83, 151
1425,CZ75-Auto , Polymer,Mil-Spec,1, Minimal Wear, 0.52, 177
1426,CZ75-Auto , Polymer,Mil-Spec,1, Field-Tested, 0.29, 620
1427,CZ75-Auto , Polymer,Mil-Spec,1, Well-Worn, 0.3, 153
1428,CZ75-Auto , Polymer,Mil-Spec,1, Battle-Scarred, 0.37, 115
1429,CZ75-Auto , Victoria,Covert,0,Factory New, 12.8, 30
1430,CZ75-Auto , Victoria,Covert,0,Minimal Wear, 7.6, 60
1431,CZ75-Auto , Victoria,Covert,0,Field-Tested, 5.69, 77
1432,CZ75-Auto , Victoria,Covert,0,Well-Worn, 6.5, 13
1433,CZ75-Auto , Victoria,Covert,0,Battle-Scarred, 5.42, 34
1434,CZ75-Auto , Victoria,Covert,1, Factory New, 149.92, 6
1435,CZ75-Auto , Victoria,Covert,1, Minimal Wear, 43.41, 5
1436,CZ75-Auto , Victoria,Covert,1, Field-Tested, 25.79, 21
1437,CZ75-Auto , Victoria,Covert,1, Well-Worn, 40.09, 4
1438,CZ75-Auto , Victoria,Covert,1, Battle-Scarred, 19.95, 18
1439,CZ75-Auto , Eco,Restricted,0,Factory New, 2.77, 89
1440,CZ75-Auto , Eco,Restricted,0,Minimal Wear, 0.92, 169
1441,CZ75-Auto , Eco,Restricted,0,Field-Tested, 0.46, 330
1442,CZ75-Auto , Eco,Restricted,0,Well-Worn, 0.37, 346
1443,CZ75-Auto , Eco,Restricted,0,Battle-Scarred, 0.37, 307
1444,CZ75-Auto , Eco,Restricted,1, Factory New, 11.7, 35
1445,CZ75-Auto , Eco,Restricted,1, Minimal Wear, 4.26, 43
1446,CZ75-Auto , Eco,Restricted,1, Field-Tested, 1.52, 102
1447,CZ75-Auto , Eco,Restricted,1, Well-Worn, 1.04, 131
1448,CZ75-Auto , Eco,Restricted,1, Battle-Scarred, 0.95, 59
1449,CZ75-Auto , Tacticat,Restricted,0,Factory New, 1.19, 407
1450,CZ75-Auto , Tacticat,Restricted,0,Minimal Wear, 0.55, 574
1451,CZ75-Auto , Tacticat,Restricted,0,Field-Tested, 0.36, 2421
1452,CZ75-Auto , Tacticat,Restricted,0,Well-Worn, 0.42, 310
1453,CZ75-Auto , Tacticat,Restricted,0,Battle-Scarred, 0.38, 295
1454,CZ75-Auto , Tacticat,Restricted,1, Factory New, 4.64, 120
1455,CZ75-Auto , Tacticat,Restricted,1, Minimal Wear, 2.01, 175
1456,CZ75-Auto , Tacticat,Restricted,1, Field-Tested, 0.88, 200
1457,CZ75-Auto , Tacticat,Restricted,1, Well-Worn, 1.42, 71
1458,CZ75-Auto , Tacticat,Restricted,1, Battle-Scarred, 0.86, 106
1459,CZ75-Auto , Yellow Jacket,Classified,0,Factory New, 8.69, 28
1460,CZ75-Auto , Yellow Jacket,Classified,0,Minimal Wear, 4.66, 36
1461,CZ75-Auto , Yellow Jacket,Classified,0,Field-Tested, 3.61, 73
1462,CZ75-Auto , Yellow Jacket,Classified,0,Well-Worn, 3.26, 15
1463,CZ75-Auto , Yellow Jacket,Classified,0,Battle-Scarred, 3.1, 27
1464,CZ75-Auto , Yellow Jacket,Classified,1, Factory New, 28.26, 9
1465,CZ75-Auto , Yellow Jacket,Classified,1, Minimal Wear, 13.35, 9
1466,CZ75-Auto , Yellow Jacket,Classified,1, Field-Tested, 8.19, 19
1467,CZ75-Auto , Yellow Jacket,Classified,1, Well-Worn, 7.48, 19
1468,CZ75-Auto , Yellow Jacket,Classified,1, Battle-Scarred, 6.7, 10
1469,CZ75-Auto , Red Astor,Restricted,0,Factory New, 2.13, 106
1470,CZ75-Auto , Red Astor,Restricted,0,Minimal Wear, 0.8, 258
1471,CZ75-Auto , Red Astor,Restricted,0,Field-Tested, 0.37, 561
1472,CZ75-Auto , Red Astor,Restricted,0,Well-Worn, 0.38, 457
1473,CZ75-Auto , Red Astor,Restricted,0,Battle-Scarred, 0.37, 235
1474,CZ75-Auto , Red Astor,Restricted,1, Factory New, 9.77, 30
1475,CZ75-Auto , Red Astor,Restricted,1, Minimal Wear, 3.04, 88
1476,CZ75-Auto , Red Astor,Restricted,1, Field-Tested, 1.49, 189
1477,CZ75-Auto , Red Astor,Restricted,1, Well-Worn, 1.23, 132
1478,CZ75-Auto , Red Astor,Restricted,1, Battle-Scarred, 1.15, 117
1479,CZ75-Auto , Xiangliu,Classified,0,Factory New, 7.18, 189
1480,CZ75-Auto , Xiangliu,Classified,0,Minimal Wear, 5.75, 103
1481,CZ75-Auto , Xiangliu,Classified,0,Field-Tested, 4.85, 28
1482,CZ75-Auto , Xiangliu,Classified,0,Well-Worn, 5.33, 15
1483,CZ75-Auto , Xiangliu,Classified,0,Battle-Scarred, 5.37, 9
1484,CZ75-Auto , Xiangliu,Classified,1, Factory New, 22.01, 29
1485,CZ75-Auto , Xiangliu,Classified,1, Minimal Wear, 14.6, 28
1486,CZ75-Auto , Xiangliu,Classified,1, Field-Tested, 9.96, 39
1487,CZ75-Auto , Xiangliu,Classified,1, Well-Worn, 9.32, 15
1488,CZ75-Auto , Xiangliu,Classified,1, Battle-Scarred, 9.74, 8
1489,CZ75-Auto , The Fuschia Is Now,Classified,0,Factory New, 18.9, 44
1490,CZ75-Auto , The Fuschia Is Now,Classified,0,Minimal Wear, 10.31, 34
1491,CZ75-Auto , The Fuschia Is Now,Classified,0,Field-Tested, 9.01, 24
1492,CZ75-Auto , The Fuschia Is Now,Classified,0,Well-Worn, 50, 2
1493,CZ75-Auto , The Fuschia Is Now,Classified,1, Factory New, 28.89, 7
1494,CZ75-Auto , The Fuschia Is Now,Classified,1, Minimal Wear, 13, 14
1495,CZ75-Auto , The Fuschia Is Now,Classified,1, Field-Tested, 8.4, 16
1496,CZ75-Auto , The Fuschia Is Now,Classified,1, Well-Worn, 31.13, 4
1497,CZ75-Auto , Pole Position,Restricted,0,Factory New, 1.21, 106
1498,CZ75-Auto , Pole Position,Restricted,0,Minimal Wear, 0.65, 208
1499,CZ75-Auto , Pole Position,Restricted,0,Field-Tested, 0.37, 946
1500,CZ75-Auto , Pole Position,Restricted,0,Well-Worn, 0.41, 317
1501,CZ75-Auto , Pole Position,Restricted,0,Battle-Scarred, 0.37, 245
1502,CZ75-Auto , Pole Position,Restricted,1, Factory New, 3.81, 78
1503,CZ75-Auto , Pole Position,Restricted,1, Minimal Wear, 1.93, 102
1504,CZ75-Auto , Pole Position,Restricted,1, Field-Tested, 0.83, 200
1505,CZ75-Auto , Pole Position,Restricted,1, Well-Worn, 1.52, 34
1506,CZ75-Auto , Pole Position,Restricted,1, Battle-Scarred, 0.83, 102
1507,CZ75-Auto , Tread Plate,Restricted,0,Factory New, 3.12, 87
1508,CZ75-Auto , Tread Plate,Restricted,0,Minimal Wear, 2.26, 65
1509,CZ75-Auto , Tread Plate,Restricted,0,Field-Tested, 2.07, 12
1510,CZ75-Auto , Tread Plate,Restricted,1, Factory New, 7.04, 20
1511,CZ75-Auto , Tread Plate,Restricted,1, Minimal Wear, 4.61, 22
1512,CZ75-Auto , Tread Plate,Restricted,1, Field-Tested, 6.62, 8
1513,CZ75-Auto , Nitro,Mil-Spec,0,Factory New, 25.58, 11
1514,CZ75-Auto , Nitro,Mil-Spec,0,Minimal Wear, 3.76, 20
1515,CZ75-Auto , Nitro,Mil-Spec,0,Field-Tested, 2.6, 28
1516,CZ75-Auto , Nitro,Mil-Spec,0,Well-Worn, 2.83, 16
1517,CZ75-Auto , Nitro,Mil-Spec,0,Battle-Scarred, 2.59, 19
1518,CZ75-Auto , Nitro,Mil-Spec,1, Factory New, 41.43, 6
1519,CZ75-Auto , Nitro,Mil-Spec,1, Minimal Wear, 4, 39
